,0
0,11
1,10
2,21
3,25
4,0
5,20
6,1
7,5
8,13
9,14
10,3
11,25
12,2
13,9
14,5
15,9
16,7
17,11
18,24
19,6
20,21
21,13
22,4
23,2
24,5
25,3
26,19
27,12
28,17
29,1
30,1
31,0
32,16
33,12
34,22
35,8
36,14
37,21
38,15
39,13
40,2
41,4
42,16
43,6
44,8
45,10
46,0
47,7
48,5
49,6
50,12
51,2
52,20
53,12
54,4
55,15
56,17
57,20
58,12
59,2
60,10
61,5
62,19
63,7
64,9
65,1
66,10
67,7
68,21
69,20
70,19
71,11
72,4
73,21
74,7
75,0
76,25
77,25
,precision,recall,f1-score,support
0,0.6,0.75,0.6666666666666665,4.0
1,1.0,0.0,0.0,2.0
2,0.75,0.75,0.75,4.0
3,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
4,0.5,1.0,0.6666666666666666,1.0
5,0.5,0.5,0.5,2.0
6,0.5,0.25,0.3333333333333333,4.0
7,1.0,0.3333333333333333,0.5,3.0
8,1.0,0.3333333333333333,0.5,3.0
9,0.6,0.75,0.6666666666666665,4.0
10,0.0,0.0,0.0,3.0
11,1.0,0.75,0.8571428571428571,4.0
12,0.0,0.0,0.0,3.0
13,0.2857142857142857,0.5,0.36363636363636365,4.0
14,0.75,1.0,0.8571428571428571,3.0
15,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
16,0.5,0.3333333333333333,0.4,3.0
17,0.6666666666666666,0.5,0.5714285714285715,4.0
18,1.0,0.6666666666666666,0.8,3.0
19,0.25,0.5,0.3333333333333333,2.0
20,0.6,1.0,0.7499999999999999,3.0
21,0.5,0.6666666666666666,0.5714285714285715,3.0
22,0.0,0.0,0.0,3.0
23,0.3333333333333333,0.5,0.4,2.0
24,0.4,0.6666666666666666,0.5,3.0
25,0.0,0.0,0.0,3.0
accuracy,0.4810126582278481,0.4810126582278481,0.4810126582278481,0.4810126582278481
macro avg,0.5154761904761905,0.47756410256410253,0.4482350982350983,79.0
weighted avg,0.5256479807112718,0.4810126582278481,0.46334867663981594,79.0
