,0
0,5
1,4
2,2
3,5
4,6
5,9
6,2
7,0
8,6
9,0
10,2
11,9
12,5
13,0
14,9
15,9
16,9
17,5
18,4
19,9
20,4
21,4
22,5
23,0
24,9
25,3
26,6
27,4
28,1
29,6
30,2
31,2
32,9
33,1
34,3
35,9
36,3
37,0
38,9
39,2
40,2
41,0
42,5
43,0
44,5
45,1
46,1
47,9
48,0
49,9
50,4
51,0
52,0
53,0
54,1
55,2
56,9
57,3
58,2
59,3
60,9
61,4
62,6
63,6
64,9
65,2
66,2
67,6
68,0
69,2
70,9
71,0
72,5
73,2
74,9
75,6
76,4
77,9
,precision,recall,f1-score,support
0,0.6046511627906976,0.4727272727272727,0.5306122448979591,55.0
1,0.925,0.888,0.9061224489795918,125.0
2,0.27906976744186046,0.8,0.4137931034482758,15.0
3,0.34146341463414637,0.9333333333333333,0.5,15.0
4,0.5882352941176471,0.4,0.4761904761904762,50.0
5,0.7555555555555555,0.6181818181818182,0.6799999999999999,55.0
6,0.24444444444444444,0.7333333333333333,0.36666666666666664,15.0
7,1.0,0.9333333333333333,0.9655172413793104,15.0
8,0.8823529411764706,0.3,0.44776119402985076,50.0
9,0.7692307692307693,0.7258064516129032,0.7468879668049793,124.0
accuracy,0.6685934489402697,0.6685934489402697,0.6685934489402697,0.6685934489402697
macro avg,0.6390003349391592,0.6804715542521993,0.603355134239711,519.0
weighted avg,0.7462910617652639,0.6685934489402697,0.6789023625415882,519.0
