,0
0,11
1,7
2,9
3,5
4,15
5,10
6,25
7,19
8,23
9,14
10,15
11,25
12,2
13,3
14,17
15,8
16,13
17,11
18,24
19,23
20,21
21,7
22,4
23,2
24,10
25,14
26,8
27,24
28,3
29,1
30,3
31,0
32,16
33,12
34,22
35,8
36,14
37,20
38,15
39,13
40,20
41,18
42,6
43,16
44,18
45,22
46,13
47,7
48,25
49,9
50,24
51,2
52,11
53,12
54,6
55,15
56,8
57,20
58,12
59,6
60,10
61,5
62,0
63,7
64,9
65,5
66,17
67,17
68,12
69,20
70,19
71,20
72,25
73,13
74,7
75,0
76,19
77,19
,precision,recall,f1-score,support
0,0.6666666666666666,1.0,0.8,4.0
1,1.0,1.0,1.0,2.0
2,1.0,1.0,1.0,4.0
3,1.0,1.0,1.0,3.0
4,1.0,1.0,1.0,1.0
5,1.0,0.5,0.6666666666666666,2.0
6,0.75,0.75,0.75,4.0
7,0.75,1.0,0.8571428571428571,3.0
8,0.75,1.0,0.8571428571428571,3.0
9,1.0,0.5,0.6666666666666666,4.0
10,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
11,1.0,0.75,0.8571428571428571,4.0
12,1.0,1.0,1.0,3.0
13,1.0,1.0,1.0,4.0
14,1.0,1.0,1.0,3.0
15,0.75,1.0,0.8571428571428571,3.0
16,1.0,1.0,1.0,3.0
17,1.0,0.75,0.8571428571428571,4.0
18,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
19,0.6666666666666666,1.0,0.8,2.0
20,1.0,1.0,1.0,3.0
21,1.0,1.0,1.0,3.0
22,1.0,1.0,1.0,3.0
23,0.6666666666666666,1.0,0.8,2.0
24,1.0,1.0,1.0,3.0
25,1.0,0.3333333333333333,0.5,3.0
accuracy,0.8607594936708861,0.8607594936708861,0.8607594936708861,0.8607594936708861
macro avg,0.8846153846153846,0.8685897435897435,0.8565018315018315,79.0
weighted avg,0.8871308016877637,0.8607594936708861,0.8540687160940326,79.0
