,0
0,5
1,0
2,4
3,5
4,8
5,5
6,5
7,4
8,4
9,1
10,2
11,5
12,1
13,0
14,9
15,9
16,8
17,5
18,9
19,4
20,9
21,5
22,5
23,5
24,2
25,2
26,9
27,4
28,1
29,9
30,5
31,9
32,4
33,0
34,8
35,9
36,1
37,5
38,9
39,8
40,9
41,5
42,5
43,1
44,5
45,8
46,0
47,8
48,0
49,5
50,6
51,5
52,5
53,5
54,7
55,9
56,2
57,5
58,8
59,1
60,8
61,5
62,8
63,8
64,9
65,9
66,9
67,8
68,9
69,5
70,9
71,8
72,9
73,5
74,8
75,8
76,9
77,4
,precision,recall,f1-score,support
0,0.7241379310344828,0.7636363636363637,0.7433628318584072,55.0
1,0.9487179487179487,0.888,0.9173553719008264,125.0
2,0.5,0.3333333333333333,0.4,15.0
3,0.7058823529411765,0.8,0.7500000000000001,15.0
4,0.55,0.66,0.6000000000000001,50.0
5,0.7068965517241379,0.7454545454545455,0.7256637168141592,55.0
6,0.6,0.6,0.6,15.0
7,0.8235294117647058,0.9333333333333333,0.8749999999999999,15.0
8,0.7843137254901961,0.8,0.792079207920792,50.0
9,0.8017241379310345,0.75,0.7749999999999999,124.0
accuracy,0.7707129094412332,0.7707129094412332,0.7707129094412332,0.7707129094412332
macro avg,0.7145202059603684,0.7273757575757576,0.7178461128494185,519.0
weighted avg,0.7762375645279656,0.7707129094412332,0.7717627014655762,519.0
