,0
0,4
1,9
2,0
3,2
4,8
5,6
6,5
7,8
8,6
9,7
10,8
11,5
12,5
13,5
14,2
15,9
16,9
17,5
18,4
19,6
20,4
21,4
22,5
23,5
24,9
25,5
26,9
27,0
28,3
29,2
30,9
31,8
32,4
33,6
34,6
35,9
36,1
37,4
38,9
39,9
40,5
41,2
42,9
43,8
44,5
45,8
46,0
47,9
48,0
49,9
50,4
51,9
52,5
53,8
54,5
55,9
56,9
57,5
58,9
59,5
60,8
61,0
62,4
63,8
64,9
65,2
66,9
67,6
68,8
69,4
70,0
71,5
72,4
73,9
74,5
75,2
76,9
77,0
,precision,recall,f1-score,support
0,0.7580645161290323,0.8545454545454545,0.8034188034188033,55.0
1,0.9322033898305084,0.88,0.905349794238683,125.0
2,0.5,0.4,0.4444444444444445,15.0
3,0.5882352941176471,0.6666666666666666,0.625,15.0
4,0.5365853658536586,0.44,0.4835164835164836,50.0
5,0.6666666666666666,0.8,0.7272727272727272,55.0
6,0.7272727272727273,0.5333333333333333,0.6153846153846153,15.0
7,0.8125,0.8666666666666667,0.8387096774193549,15.0
8,0.6949152542372882,0.82,0.7522935779816514,50.0
9,0.8034188034188035,0.7580645161290323,0.7800829875518672,124.0
accuracy,0.7610789980732178,0.7610789980732178,0.7610789980732178,0.7610789980732178
macro avg,0.7019862017526333,0.7019276637341153,0.6975473111228631,519.0
weighted avg,0.7620514869593673,0.7610789980732178,0.7586332043505473,519.0
