,0
0,11
1,10
2,9
3,17
4,17
5,10
6,9
7,15
8,13
9,2
10,10
11,15
12,2
13,14
14,17
15,8
16,13
17,11
18,8
19,13
20,13
21,10
22,11
23,2
24,10
25,14
26,8
27,9
28,2
29,17
30,14
31,0
32,9
33,12
34,22
35,8
36,2
37,11
38,15
39,13
40,13
41,2
42,6
43,2
44,6
45,6
46,12
47,13
48,6
49,9
50,12
51,2
52,2
53,12
54,2
55,8
56,8
57,11
58,12
59,2
60,10
61,17
62,17
63,13
64,8
65,10
66,17
67,10
68,12
69,14
70,8
71,14
72,17
73,10
74,7
75,0
76,17
77,17
,precision,recall,f1-score,support
0,0.5,0.75,0.6,4.0
1,1.0,0.0,0.0,2.0
2,0.42857142857142855,0.75,0.5454545454545454,4.0
3,1.0,0.0,0.0,3.0
4,1.0,0.0,0.0,1.0
5,1.0,0.0,0.0,2.0
6,0.5,0.5,0.5,4.0
7,1.0,0.3333333333333333,0.5,3.0
8,0.5,1.0,0.6666666666666666,3.0
9,0.75,0.75,0.75,4.0
10,0.21428571428571427,1.0,0.35294117647058826,3.0
11,0.4,0.5,0.4444444444444445,4.0
12,0.5,0.3333333333333333,0.4,3.0
13,0.5714285714285714,1.0,0.7272727272727273,4.0
14,0.2857142857142857,0.6666666666666666,0.4,3.0
15,1.0,0.3333333333333333,0.5,3.0
16,1.0,0.3333333333333333,0.5,3.0
17,0.25,0.75,0.375,4.0
18,1.0,0.0,0.0,3.0
19,1.0,0.0,0.0,2.0
20,1.0,0.0,0.0,3.0
21,1.0,0.0,0.0,3.0
22,0.5,0.3333333333333333,0.4,3.0
23,1.0,0.0,0.0,2.0
24,1.0,0.0,0.0,3.0
25,1.0,0.0,0.0,3.0
accuracy,0.4177215189873418,0.4177215189873418,0.4177215189873418,0.4177215189873418
macro avg,0.7461538461538461,0.358974358974359,0.29468382924265274,79.0
weighted avg,0.7037974683544304,0.4177215189873418,0.34085456200124853,79.0
