,0
0,5
1,4
2,4
3,5
4,8
5,4
6,5
7,0
8,6
9,7
10,2
11,5
12,5
13,5
14,9
15,9
16,4
17,5
18,4
19,4
20,4
21,4
22,5
23,5
24,9
25,5
26,5
27,4
28,7
29,9
30,5
31,8
32,9
33,8
34,1
35,9
36,7
37,4
38,9
39,0
40,5
41,5
42,1
43,1
44,5
45,1
46,1
47,8
48,5
49,5
50,0
51,5
52,5
53,0
54,1
55,9
56,9
57,5
58,8
59,5
60,9
61,5
62,9
63,0
64,5
65,5
66,9
67,9
68,0
69,5
70,9
71,1
72,5
73,4
74,0
75,8
76,4
77,0
,precision,recall,f1-score,support
0,0.7419354838709677,0.8363636363636363,0.7863247863247863,55.0
1,0.9230769230769231,0.96,0.9411764705882353,125.0
2,0.7142857142857143,0.3333333333333333,0.4545454545454545,15.0
3,0.9090909090909091,0.6666666666666666,0.7692307692307692,15.0
4,0.7435897435897436,0.58,0.6516853932584269,50.0
5,0.7936507936507936,0.9090909090909091,0.847457627118644,55.0
6,1.0,0.3333333333333333,0.5,15.0
7,1.0,1.0,1.0,15.0
8,0.7586206896551724,0.88,0.8148148148148148,50.0
9,0.8294573643410853,0.8629032258064516,0.8458498023715415,124.0
accuracy,0.8304431599229287,0.8304431599229287,0.8304431599229287,0.8304431599229287
macro avg,0.8413707621561309,0.7361691104594331,0.7611085118252673,519.0
weighted avg,0.8326700285924893,0.8304431599229287,0.8219116008040359,519.0
