,0
0,11
1,10
2,21
3,25
4,0
5,20
6,1
7,19
8,13
9,2
10,3
11,25
12,2
13,9
14,5
15,9
16,7
17,11
18,24
19,13
20,21
21,13
22,4
23,2
24,25
25,14
26,19
27,12
28,17
29,1
30,1
31,0
32,16
33,12
34,22
35,8
36,2
37,21
38,15
39,13
40,6
41,4
42,14
43,14
44,18
45,10
46,0
47,7
48,5
49,25
50,12
51,2
52,20
53,12
54,16
55,15
56,17
57,20
58,12
59,6
60,10
61,5
62,19
63,7
64,20
65,1
66,1
67,7
68,5
69,20
70,19
71,11
72,4
73,9
74,7
75,0
76,25
77,25
,precision,recall,f1-score,support
0,0.6,0.75,0.6666666666666665,4.0
1,0.5,0.5,0.5,2.0
2,0.6,0.75,0.6666666666666665,4.0
3,0.25,0.3333333333333333,0.28571428571428575,3.0
4,0.25,1.0,0.4,1.0
5,1.0,0.5,0.6666666666666666,2.0
6,0.25,0.25,0.25,4.0
7,0.5,0.3333333333333333,0.4,3.0
8,1.0,0.3333333333333333,0.5,3.0
9,0.75,0.75,0.75,4.0
10,0.0,0.0,0.0,3.0
11,1.0,0.75,0.8571428571428571,4.0
12,0.0,0.0,0.0,3.0
13,0.4,0.5,0.4444444444444445,4.0
14,0.5,0.6666666666666666,0.5714285714285715,3.0
15,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
16,1.0,0.3333333333333333,0.5,3.0
17,0.6666666666666666,0.5,0.5714285714285715,4.0
18,1.0,0.6666666666666666,0.8,3.0
19,0.5,0.5,0.5,2.0
20,0.75,1.0,0.8571428571428571,3.0
21,0.5,0.6666666666666666,0.5714285714285715,3.0
22,0.25,0.3333333333333333,0.28571428571428575,3.0
23,0.3333333333333333,0.5,0.4,2.0
24,0.4,0.6666666666666666,0.5,3.0
25,1.0,0.0,0.0,3.0
accuracy,0.4936708860759494,0.4936708860759494,0.4936708860759494,0.4936708860759494
macro avg,0.5512820512820513,0.49679487179487175,0.47222222222222227,79.0
weighted avg,0.5624472573839663,0.4936708860759494,0.48320273256982116,79.0
